path|original_file|language|is_original_language|duration|training_data|model_name|architecture|transcript|reference_speaker|speaker_similarity
./fake/en/VoXtream2/wives_and_daughters_26_f000024.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_26_f000024.wav|en|True|6.800|unknown|VoXtream2|VoXtream|until Miss Phoebe and Miss Piper entered, and came to take possession of the seats reserved for them by Miss Browning's care.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_06_f000209.wav|0.7406
./fake/en/VoXtream2/wives_and_daughters_40_f000043.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_40_f000043.wav|en|True|8.640|unknown|VoXtream2|VoXtream|the travellers, however bitterly they may feel the separation, find something in the change of scene to soften regret in the very first hour of separation.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_57_f000162.wav|0.5151
./fake/en/VoXtream2/jane_eyre_05_f000163.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000163.wav|en|True|2.640|unknown|VoXtream2|VoXtream|and commenced giving a lesson on geography|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_04_f000239.wav|0.3797
./fake/en/VoXtream2/hunters_space_19_f000020.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_19_f000020.wav|en|True|14.160|unknown|VoXtream2|VoXtream|Opal had been beautiful and wonderful. It had been like living eastward in Eden, but Eden's gardens were no more. And perhaps it would be better to face the elements and meet them headon instead of seeking shelter.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_48_f000126.wav|0.7733
./fake/en/VoXtream2/piratesofersatz_09_leinster_64kb_f000118.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_09_leinster_64kb_f000118.wav|en|True|3.200|unknown|VoXtream2|VoXtream|I used my crew for floorscrubbing and cookery.|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_16_baum_64kb_f000016.wav|0.5578
./fake/en/VoXtream2/skyisland_05_baum_64kb_f000063.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_05_baum_64kb_f000063.wav|en|True|2.080|unknown|VoXtream2|VoXtream|Are they good to eat? asked the Boolooroo.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_20_f000304.wav|0.0123
./fake/en/VoXtream2/northandsouth_28_f000205.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_28_f000205.wav|en|True|6.560|unknown|VoXtream2|VoXtream|Id ha thought yo a hypocrite, Im afeard, if yo hadnt, for all yor a parson, or rayther because yor a parson.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_13_f000188.wav|0.6174
./fake/en/VoXtream2/wives_and_daughters_20_f000124.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_20_f000124.wav|en|True|5.680|unknown|VoXtream2|VoXtream|She hesitated a little, a very little, before speaking of Roger|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_20_f000168.wav|0.6336
./fake/en/VoXtream2/the_sea_fairies_12_f000040.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_12_f000040.wav|en|True|4.640|unknown|VoXtream2|VoXtream|So she led the way, and together they approached the archway and passed through it.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_10_f000282.wav|0.6023
./fake/en/VoXtream2/skyisland_30_baum_64kb_f000020.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_30_baum_64kb_f000020.wav|en|True|10.640|unknown|VoXtream2|VoXtream|Then she and ButtonBright seated themselves in the double seat, which was flat upon the pink ground, and captain Bill sat before them on his own seat,|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_24_f000022.wav|0.3570
./fake/en/VoXtream2/silent_bullet_02_f000189.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_02_f000189.wav|en|True|9.840|unknown|VoXtream2|VoXtream|Well, if its she who is concerned in this case I dont think shell be playing tonight. Lets inquire at the boxoffice.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_34_f000254.wav|0.7241
./fake/en/VoXtream2/jane_eyre_28_f000314.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_28_f000314.wav|en|True|6.400|unknown|VoXtream2|VoXtream|Oh, this spectre of death! Oh, this last hour, approaching in such horror!|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_04_f000177.wav|0.7141
./fake/en/VoXtream2/northandsouth_44_f000173.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_44_f000173.wav|en|True|9.440|unknown|VoXtream2|VoXtream|It gave a new direction to his thoughts. You have known Miss Hale for a long time, I believe. How do you think her looking? She strikes me as pale and ill.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_25_f000085.wav|0.6524
./fake/en/VoXtream2/the_master_key_15_f000034.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_15_f000034.wav|en|True|4.000|unknown|VoXtream2|VoXtream|This was the first time he had slept with the indicator at zero.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_11_f000194.wav|0.7119
./fake/en/VoXtream2/midnight_passenger_02_f000122.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_02_f000122.wav|en|True|3.760|unknown|VoXtream2|VoXtream|There was but one who could lift the veil of the awful past.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_12_f000002.wav|0.5634
./fake/en/VoXtream2/northandsouth_43_f000071.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_43_f000071.wav|en|True|8.880|unknown|VoXtream2|VoXtream|But today is my only day if Captain Lennox comes this afternoon, and if we mustif I must really go tomorrow|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_13_baum_64kb_f000051.wav|0.8164
./fake/en/VoXtream2/poisoned_pen_05_f000207.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_05_f000207.wav|en|True|7.520|unknown|VoXtream2|VoXtream|They probably kept it in a safe deposit vault here. I had figured that they would come down and get it and leave New York after last night's events.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_06_f000046.wav|0.1187
./fake/en/VoXtream2/wives_and_daughters_31_f000110.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_31_f000110.wav|en|True|7.440|unknown|VoXtream2|VoXtream|with so evident a betrayal of her wish to bring about an engagement, that Molly chafed at the net spread so evidently,|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_12_f000038.wav|0.0051
./fake/en/VoXtream2/pink_fairy_book_13_f000015.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_13_f000015.wav|en|True|10.960|unknown|VoXtream2|VoXtream|their branches hewn off, and the great trunks left bare, so that they were almost unrecognisable. But then they were laid on waggons and dragged out of the wood by horses.|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_11_f000088.wav|0.7439
./fake/en/VoXtream2/jane_eyre_36_f000189.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_36_f000189.wav|en|True|3.040|unknown|VoXtream2|VoXtream|And afterwards? I urged.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_05_f000281.wav|0.0632
./fake/en/VoXtream2/skyisland_12_baum_64kb_f000045.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_12_baum_64kb_f000045.wav|en|True|2.720|unknown|VoXtream2|VoXtream|its tremendous leap carrying it far into the fog.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_23_f000138.wav|0.2640
./fake/en/VoXtream2/skyisland_04_baum_64kb_f000037.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_04_baum_64kb_f000037.wav|en|True|13.520|unknown|VoXtream2|VoXtream|Here the clouds were not black, nor heavy, but they assumed queer shapes. Some were like huge ships, some like forest trees, and others piled themselves into semblances of turreted castles and wonderful palaces.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_11_f000253.wav|0.7148
./fake/en/VoXtream2/piratesofersatz_12_leinster_64kb_f000080.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_12_leinster_64kb_f000080.wav|en|True|2.160|unknown|VoXtream2|VoXtream|Yes, sir, said Hoddan.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_10_f000340.wav|0.2159
./fake/en/VoXtream2/jane_eyre_24_f000306.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000306.wav|en|True|3.120|unknown|VoXtream2|VoXtream|Did I like his voice? he asked.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_02_f000153.wav|0.4314
./fake/en/VoXtream2/wives_and_daughters_37_f000227.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_37_f000227.wav|en|True|6.720|unknown|VoXtream2|VoXtream|She resembled Cynthia in this she liked to be liked and she wanted to regain the esteem which she did not perceive she had lost for ever.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_09_f000143.wav|0.7854
./fake/en/VoXtream2/rinkitink_baum_08_64kb_f000086.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_08_64kb_f000086.wav|en|True|6.560|unknown|VoXtream2|VoXtream|The old woman stopped sweeping and looked at him in a stupid way, for she was not very intelligent.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_27_f000212.wav|0.5677
./fake/en/VoXtream2/emerald_city_of_oz_10_f000069.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_10_f000069.wav|en|True|7.120|unknown|VoXtream2|VoXtream|Then don't flop them please don't! entreated the Captain. Miss Cuttenclip would be very much distressed if her village was spoiled.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000201.wav|0.6923
./fake/en/VoXtream2/ozma_of_oz_20_f000053.wav|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_20_f000053.wav|en|True|3.760|unknown|VoXtream2|VoXtream|What is your name, my man? asked the girl.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_06_f000026.wav|0.4675
./fake/en/VoXtream2/jane_eyre_30_f000120.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_30_f000120.wav|en|True|3.680|unknown|VoXtream2|VoXtream|Do explain, I urged, when he halted once more.|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_07_f000011.wav|0.3653
./fake/en/VoXtream2/wives_and_daughters_13_f000215.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_13_f000215.wav|en|True|6.880|unknown|VoXtream2|VoXtream|I don't see why not, said Molly. Besides, if you wouldn't do it in general, I think you ought to do it in my case|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_31_f000015.wav|0.7756
./fake/en/VoXtream2/pink_fairy_book_12_f000312.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_12_f000312.wav|en|True|4.480|unknown|VoXtream2|VoXtream|There were the roses on the leads it was summer, warm, glorious summer.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_07_f000035.wav|0.1524
./fake/en/VoXtream2/jane_eyre_05_f000120.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000120.wav|en|True|11.040|unknown|VoXtream2|VoXtream|but the first edge of hunger blunted, I perceived I had got in hand a nauseous mess burnt porridge is almost as bad as rotten potatoes famine itself soon sickens over it.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000359.wav|0.7382
./fake/en/VoXtream2/wives_and_daughters_10_f000282.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_10_f000282.wav|en|True|9.680|unknown|VoXtream2|VoXtream|so she rose up languidly, too languid to say how much she should prefer being left alone, if he would only go away without her.|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_21_f000016.wav|0.7723
./fake/en/VoXtream2/midnight_passenger_14_f000066.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_14_f000066.wav|en|True|9.920|unknown|VoXtream2|VoXtream|Doctor William Atwater was tenderly cautious of the comfort of a veiled invalid woman, at whose side a sturdy nurse aided the watchful medical attendant.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_20_f000110.wav|0.8207
./fake/en/VoXtream2/midnight_passenger_02_f000014.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_02_f000014.wav|en|True|9.040|unknown|VoXtream2|VoXtream|When the decamping Viennese pharmacist had wearied of his lowlife Venus, their joint operations soon made the East Side too hot for the man who boldly dared all,|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_07_f000293.wav|0.7142
./fake/en/VoXtream2/pink_fairy_book_35_f000017.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_35_f000017.wav|en|True|3.760|unknown|VoXtream2|VoXtream|Yes, said the man, that would have been a good thing.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_23_f000006.wav|0.6870
./fake/en/VoXtream2/jane_eyre_05_f000244.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000244.wav|en|True|2.000|unknown|VoXtream2|VoXtream|Two years.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_32_f000161.wav|-0.0503
./fake/en/VoXtream2/jane_eyre_20_f000061.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_20_f000061.wav|en|True|8.400|unknown|VoXtream2|VoXtream|I want you, he said come this way take your time, and make no noise.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_12_f000236.wav|0.6998
./fake/en/VoXtream2/northandsouth_41_f000151.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_41_f000151.wav|en|True|4.640|unknown|VoXtream2|VoXtream|I would have done just the same as far as that step of openly leaving the church went.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_12_f000013.wav|0.1718
./fake/en/VoXtream2/jane_eyre_01_f000075.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_01_f000075.wav|en|True|4.320|unknown|VoXtream2|VoXtream|my care was how to endure the blow which would certainly follow the insult.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_08_f000141.wav|0.4452
./fake/en/VoXtream2/wives_and_daughters_59_f000074.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_59_f000074.wav|en|True|9.440|unknown|VoXtream2|VoXtream|her eyes did not meet his in the old frank way she took up a book at a pause in the conversation, and left him puzzled and annoyed at the change in her manner.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_27_f000009.wav|0.7829
./fake/en/VoXtream2/jane_eyre_26_f000037.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_26_f000037.wav|en|True|3.760|unknown|VoXtream2|VoXtream|I remember something, too, of the green gravemounds|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_01_f000012.wav|0.3372
./fake/en/VoXtream2/wives_and_daughters_05_f000172.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_05_f000172.wav|en|True|3.840|unknown|VoXtream2|VoXtream|She knows nothing of the pleasure in store for her, he replied|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_08_f000256.wav|0.5846
./fake/en/VoXtream2/poisoned_pen_09_f000366.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_09_f000366.wav|en|True|5.120|unknown|VoXtream2|VoXtream|The negress disappeared upstairs, and in a few minutes returned with the message that he would be down directly.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_38_f000215.wav|0.7233
./fake/en/VoXtream2/northandsouth_50_f000040.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_50_f000040.wav|en|True|3.840|unknown|VoXtream2|VoXtream|gave a new poignancy to the subtle fear that came over him from time to time|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_31_f000151.wav|0.7133
./fake/en/VoXtream2/jane_eyre_24_f000022.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000022.wav|en|True|1.120|unknown|VoXtream2|VoXtream|Where is he?|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_21_f000037.wav|0.0392
./fake/en/VoXtream2/pink_fairy_book_36_f000054.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_36_f000054.wav|en|True|11.200|unknown|VoXtream2|VoXtream|The queen gave orders that everything should be done as she desired and then the maiden dressed herself in seven clean snowwhite shirts, and held her wedding with the lindorm.|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_02_f000061.wav|0.7751
./fake/en/VoXtream2/rinkitink_baum_09_64kb_f000021.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_09_64kb_f000021.wav|en|True|8.400|unknown|VoXtream2|VoXtream|In former ages there had been many dragons in Regos, but Choggenmugger was so fond of dragons that he had eaten all of them long ago.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_30_f000073.wav|0.6681
./fake/en/VoXtream2/northandsouth_17_f000140.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_17_f000140.wav|en|True|5.120|unknown|VoXtream2|VoXtream|Manys the time Ive repeated the verses in the seventh chapter to myself, just for the sound.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_25_f000151.wav|0.6810
./fake/en/VoXtream2/jane_eyre_19_f000117.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_19_f000117.wav|en|True|5.200|unknown|VoXtream2|VoXtream|I knew it before I came here this evening. She has laid it carefully on one side for you.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_13_f000045.wav|0.7352
./fake/en/VoXtream2/northandsouth_42_f000173.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_42_f000173.wav|en|True|7.120|unknown|VoXtream2|VoXtream|What is that heap of brick and mortar we came against in the yard? Any repairs wanted?|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_03_f000146.wav|0.6740
./fake/en/VoXtream2/emerald_city_of_oz_20_f000081.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_20_f000081.wav|en|True|4.640|unknown|VoXtream2|VoXtream|When are you likely to see Glinda? he inquired.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_12_f000067.wav|0.5926
./fake/en/VoXtream2/piratesofersatz_03_leinster_64kb_f000219.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_03_leinster_64kb_f000219.wav|en|True|8.880|unknown|VoXtream2|VoXtream|There's only one spaceship here a month, he observed politely, so I'll be around. If you want to get in touch with me, ask Don Loris.|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_07_f000031.wav|0.7964
./fake/en/VoXtream2/hunters_space_10_f000043.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_10_f000043.wav|en|True|9.440|unknown|VoXtream2|VoXtream|So youth grows old. But you must admit that this is better than cringing in a hole in the ground None of us cringed, unless it was you, Ato retorted angrily.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_13_f000205.wav|0.7382
./fake/en/VoXtream2/wives_and_daughters_35_f000020.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_35_f000020.wav|en|True|8.960|unknown|VoXtream2|VoXtream|Yes, to be sure. Why not? you speak as if it was something so very surprising.|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_17_f000014.wav|0.7523
./fake/en/VoXtream2/northandsouth_44_f000145.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_44_f000145.wav|en|True|10.800|unknown|VoXtream2|VoXtream|He looked at her, and saw the confusion stirring in her countenance he sate down again, as if her little touch had been possessed of resistless strength.|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_05_f000054.wav|0.1635
./fake/en/VoXtream2/piratesofersatz_07_leinster_64kb_f000171.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_07_leinster_64kb_f000171.wav|en|True|2.720|unknown|VoXtream2|VoXtream|Secondary, pallid shadows appeared.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_11_f000223.wav|0.0962
./fake/en/VoXtream2/silent_bullet_04_f000194.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_04_f000194.wav|en|True|9.440|unknown|VoXtream2|VoXtream|You know how to arrange it. Have them all present at my laboratory at nine, and I promise we shall have a story that will get into the morning papers with leaded type on the front page.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_02_f000189.wav|0.7164
./fake/en/VoXtream2/jane_eyre_27_f000562.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_27_f000562.wav|en|True|9.520|unknown|VoXtream2|VoXtream|of the disseverment of bone and vein of the grave gaping at the end and I thought of drear flight and homeless wandering  and oh!|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_04_f000292.wav|0.7045
./fake/en/VoXtream2/piratesofersatz_08_leinster_64kb_f000118.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_08_leinster_64kb_f000118.wav|en|True|5.280|unknown|VoXtream2|VoXtream|He returned to his adaptation of the Lawlor drive to the production of ball lightning.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000143.wav|0.6861
./fake/en/VoXtream2/piratesofersatz_06_leinster_64kb_f000105.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_06_leinster_64kb_f000105.wav|en|True|11.040|unknown|VoXtream2|VoXtream|But those men from Walden are very anxious! protested Don Loris. There was no ship available, so their government got a liner that normally wouldn't stop here to take an extra lifeboat aboard.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_03_f000154.wav|0.7709
./fake/en/VoXtream2/pink_fairy_book_13_f000096.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_13_f000096.wav|en|True|9.600|unknown|VoXtream2|VoXtream|I know nothing about that, said the tree. But I know the wood, where the sun shines, and the birds sing. And then it told them all about its young days,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_21_f000092.wav|0.6985
./fake/en/VoXtream2/piratesofersatz_10_leinster_64kb_f000175.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_10_leinster_64kb_f000175.wav|en|True|14.080|unknown|VoXtream2|VoXtream|To beg you toThen, in one instant, Derec made an hysterical gesture and Hoddan's stunpistol hummed. A small object left Derec's hand as his muscles convulsed from the stunpistol bolt.|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_16_f000049.wav|0.3915
./fake/en/VoXtream2/ozma_of_oz_15_f000012.wav|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_15_f000012.wav|en|True|3.840|unknown|VoXtream2|VoXtream|The Nome King nearly jumped off his seat, he was so startled.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_12_f000098.wav|0.7116
./fake/en/VoXtream2/piratesofersatz_04_leinster_64kb_f000273.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_04_leinster_64kb_f000273.wav|en|True|11.120|unknown|VoXtream2|VoXtream|Idiot! yelped Hoddan. These men know you. You know what I can do with stunpistols! Tell them we're riding into ambush. They're to follow close behind us two!|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_01_f000147.wav|0.7041
./fake/en/VoXtream2/wives_and_daughters_16_f000157.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_16_f000157.wav|en|True|6.720|unknown|VoXtream2|VoXtream|but it is wrong in you, Molly, to speak against such kind friends of your father's as I understand these Cockerells are.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_03_f000036.wav|0.7256
./fake/en/VoXtream2/hunters_space_17_f000015.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_17_f000015.wav|en|True|7.920|unknown|VoXtream2|VoXtream|Aye, Val the Loren agreed. He had fought near Ato's side all through the night, and his lean left hand was rubbing two deep cuts across his chest.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_01_f000116.wav|0.8051
./fake/en/VoXtream2/skyisland_06_baum_64kb_f000013.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_06_baum_64kb_f000013.wav|en|True|10.560|unknown|VoXtream2|VoXtream|Release the prisoners. They are now quite safe, and cannot escape me. So the men unwound the long cords that were twined around the bodies of our three friends, and set them free.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_10_f000094.wav|0.6170
./fake/en/VoXtream2/poisoned_pen_04_f000175.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_04_f000175.wav|en|True|10.400|unknown|VoXtream2|VoXtream|They showed us how to jump into the turnouts  a pair of trousers opened out over the high top boots. We were given helmets which we placed in regulation fashion on our rubber coats,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_33_f000005.wav|0.7298
./fake/en/VoXtream2/silent_bullet_12_f000087.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_12_f000087.wav|en|True|3.280|unknown|VoXtream2|VoXtream|with an eye that never met yours as you talked with him.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_06_f000113.wav|0.3680
./fake/en/VoXtream2/hunters_space_10_f000013.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_10_f000013.wav|en|True|14.720|unknown|VoXtream2|VoXtream|He saw boats and cars and a few longnosed airplanes, with the merest trace of vestigial wings far back near the empennage, streaking through the sky in high arcs, leaving curling trails of fog and smoke behind them.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_31_f000017.wav|0.6742
./fake/en/VoXtream2/wives_and_daughters_14_f000178.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_14_f000178.wav|en|True|9.280|unknown|VoXtream2|VoXtream|I daresay there was, said Roger. My mother is very delicate, and obliged to humour her health, which has made her keep aloof from society.|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_22_64kb_f000032.wav|0.7426
